word,category
fantasmal,negative
farfullar,negative
farmacéutico,positive
faro,positive
farsa,negative
farsante,negative
fascinación,positive
fascinante,positive
fatal,negative
fatalidad,negative
fatiga,negative
favorable,positive
favoritismo,positive
favorito,positive
fe,positive
fealdad,negative
febril,negative
fecal,negative
felicidad,positive
feliz,positive
felizmente,positive
felón,negative
felpa,positive
fénix,positive
feo,negative
ferocidad,negative
feroz,negative
fértil,positive
fervor,positive
festival,positive
festivo,positive
feudal,negative
feudo,negative
fiasco,negative
ficticio,negative
fidedigno,positive
fidelidad,positive
fiel,positive
fiesta,positive
fiestas,positive
fila,negative
filantropía,positive
filántropo,positive
filibustero,negative
filósofo,positive
Final,negative
finalmente,positive
fingido,negative
fingir,negative
finura,positive
firme,positive
firmeza,positive
física,positive
físico,positive
fisiología,positive
flácido,negative
flagrante,negative
flatulencia,negative
flema,negative
flexibilidad,positive
flojo,negative
flor,positive
floral,positive
florecer,positive
florido,positive
flota,positive
fluctuación,negative
fluir,positive
fonético,positive
forjado,negative
forma,positive
formación,positive
formalmente,positive
formativo,positive
fórmula,positive
fornicación,negative
forraje,negative
fortalecer,positive
fortalecimiento,positive
fortaleza,positive
fortuna,positive
forzado,negative
fracasado,negative
fracaso,negative
fractura,negative
fragante,positive
frágil,negative
fragilidad,negative
fragua,positive
franco,positive
franqueza,positive
frase,negative
fraternal,positive
fraternidad,positive
fraude,negative
fraudulento,negative
fregar,negative
frenesí,negative
frenético,negative
frescura,positive
freza,negative
frialdad,negative
fríamente,negative
frígido,negative
frívolo,negative
fructífero,positive
frugal,positive
fruncido,negative
fruncir,negative
frustración,negative
frustrado,negative
frustrar,negative
fuego,negative
fuera,negative
fuga,negative
fugitivo,negative
fumador,negative
Fundación,positive
fundamental,positive
fúnebre,negative
furia,negative
furioso,negative
furor,negative
furtiva,negative
furtivo,negative
fusible,positive
fútbol,positive
fútil,negative
futilidad,negative
gabinete,positive
gaceta,positive
gaje,positive
galante,positive
galantería,positive
galas,positive
ganador,positive
ganancia,positive
ganancias,positive
ganando,positive
ganar,positive
gangrenosa,negative
gañido,negative
garabatear,negative
garantía,positive
garganta,negative
garra,negative
gastado,negative
gasto,negative
gatear,negative
gatito,positive
gato,negative
gaviota,negative
gemido,negative
general,positive
generosidad,positive
generoso,positive
genial,positive
genio,positive
gentil,positive
geranio,positive
geriátrico,negative
gestión,positive
gestionar,positive
ghetto,negative
gigante,negative
gimnasta,positive
gimoteo,negative
gitano,negative
glacial,negative
gloria,positive
glorificación,positive
glorificar,positive
glotonería,negative
gnomo,negative
gobernador,positive
gobernar,positive
gofre,negative
golpe,negative
golpear,negative
gonorrea,negative
gorila,negative
gorrón,negative
gota,negative
grabadora,positive
gracia,positive
gracias,positive
graciosamente,positive
graduación,positive
granada,negative
grandeza,positive
granizo,positive
grasa,negative
graso,negative
gratitud,positive
grave,negative
gravoso,negative
gregario,positive
grieta,negative
gripe,negative
gritando,negative
gritar,negative
grito,negative
grotesco,negative
gruñendo,negative
gruñido,negative
gruñir,negative
gruñón,negative
grupo,negative
guardaespaldas,positive
guardería,positive
Guardia,positive
guarida,negative
guarnición,positive
guay,positive
gubia,negative
guerra,negative
guerrilla,negative
guía,positive
guillotina,negative
guión,positive
guisa,negative
gurú,positive
gusano,negative
gusto,positive
guzzling,negative
hábil,positive
habilitación,positive
habilitar,positive
habitat,positive
habla,positive
hablador,negative
hablar,positive
habló,negative
hacedor,positive
hacer,positive
hacerse,positive
hachís,negative
halagüeño,positive
Halar,positive
hambriento,negative
hambruna,negative
harapos,negative
haz,positive
hazaña,positive
heces,negative
hechos,positive
hedonismo,positive
hedor,negative
hembra,positive
hemorragia,negative
hemorroides,negative
heraldo,negative
herbario,positive
hereje,negative
herejía,negative
herencia,positive
herida,negative
herir,negative
hermafrodita,negative
hermandad,positive
hermano,positive
hermosa,positive
hermoso,positive
héroe,positive
heroica,positive
heroico,positive
heroísmo,positive
herpes,negative
herpesvirus,negative
hervir,negative
hidalgo,positive
hidra,negative
hidrocefalia,negative
hiel,negative
hierro,positive
hierros,negative
higiénico,positive
hija,positive
hilaridad,positive
hilas,negative
himno,positive
hinchado,negative
hinchazón,negative
hipérbole,negative
hipocresía,negative
hipócrita,negative
hippie,negative
hiriente,negative
histeria,negative
histérico,negative
Hobby,positive
hogar,positive
hojas,positive
Hollín,negative
holocausto,negative
hombro,positive
homenaje,positive
homicida,negative
homicidio,negative
homología,positive
honestidad,positive
honesto,positive
hongo,negative
honor,positive
honorable,positive
horca,negative
horda,negative
horizonte,positive
horrendo,negative
horrible,negative
horripilante,negative
horror,negative
horrores,negative
horrorizado,negative
horrorosamente,negative
horroroso,negative
hosco,negative
hospitalidad,positive
hostil,negative
hostilidad,negative
hostilidades,negative
hueco,negative
Huelga,negative
huérfano,negative
huir,negative
humanidad,positive
humanitario,positive
humano,positive
humildad,positive
humillación,negative
humillado,positive
humillante,negative
humillar,negative
humo,negative
humorista,positive
humorístico,positive
hundido,negative
hundimiento,negative
huracán,negative
Hurra,positive
hurto,negative
ictericia,negative
idealismo,positive
idiota,negative
idiotez,negative
idolatría,negative
ídolo,positive
Iglesia,positive
ignorado,negative
ignorancia,negative
ignorante,negative
ignorar,negative
igualdad,positive
Igualmente,positive
ilegal,negative
ilegalidad,negative
ilegible,negative
ilegítimo,negative
ilícito,negative
ilimitado,positive
ilógico,negative
iluminación,positive
iluminar,positive
ilustración,positive
ilustrar,positive
ilustre,positive
imaginable,positive
imaginativo,positive
imán,positive
imbécil,negative
imitación,negative
imitador,negative
impaciencia,negative
impaciente,negative
imparcial,positive
imparcialidad,positive
impartir,positive
impecable,positive
impedir,negative
imperfección,negative
imperfectamente,negative
impermeable,positive
impío,negative
implacable,negative
implicar,negative
imponente,positive
impopular,negative
importancia,positive
importante,positive
imposible,negative
imposición,negative
impostor,negative
impotencia,negative
impotente,negative
impracticable,negative
impredecible,negative
impresión,positive
impresionado,positive
impresionar,positive
improductivo,negative
impropiedad,negative
improvisado,negative
improvisar,positive
improviso,negative
imprudencia,negative
imprudente,negative
impuesto,negative
impulso,positive
impureza,negative
impuro,negative
imputación,negative
inaccesible,negative
inaceptable,negative
inactividad,negative
inadecuado,negative
inadmisible,negative
inaguantable,negative
inalámbrico,positive
inane,negative
inanición,negative
inaplicable,negative
inapropiado,negative
inatención,negative
inaudible,negative
inauguración,positive
incalculable,negative
incapacidad,negative
incapaz,negative
Incapaz,positive
incapturable,negative
incendiario,negative
incendio,negative
incesante,negative
incestuoso,negative
incienso,negative
incierto,negative
incineración,negative
incisivo,positive
inclemente,negative
inclinación,positive
incluido,positive
incluir,positive
inclusivo,positive
incluso,positive
incoherente,negative
incombustible,positive
incomodidad,negative
incómodo,negative
incomparable,positive
incompatible,negative
incompetencia,negative
incompetente,negative
incompletitud,negative
incompleto,negative
incomprensible,negative
inconcebible,negative
inconcluso,negative
incongruente,negative
inconsciente,negative
inconsecuencia,negative
inconsecuente,negative
inconstitucional,negative
incontestable,positive
incontrolable,negative
inconveniente,negative
inconvenientes,negative
incorpóreo,negative
incorrecto,negative
incredulidad,negative
incrédulo,negative
incrementar,positive
incriminación,negative
incruento,positive
íncubo,negative
incuestionable,positive
incuestionablemente,positive
incumplido,negative
incumplimiento,negative
incurable,negative
incurrir,negative
incursión,negative
incursionando,negative
indecente,negative
indecible,negative
indecisión,negative
indeciso,negative
indefendible,negative
indefenso,negative
indeleble,positive
indemne,positive
indemnidad,positive
indemnizar,negative
independencia,positive
indeseable,negative
indestructible,positive
indeterminado,negative
indiferencia,negative
indiferente,negative
indigente,negative
indignación,negative
indignado,negative
indigno,negative
indispuesto,negative
indistinto,negative
individualidad,positive
individualmente,positive
indiviso,positive
indolente,negative
indudable,positive
indulgente,positive
inédito,negative
inefable,positive
ineficacia,negative
ineficaz,negative
ineficiente,negative
ineptitud,negative
inepto,negative
inequívocamente,positive
inerte,negative
inestabilidad,negative
inestable,negative
inevitable,negative
inexcusable,negative
inexperto,negative
inexplicable,negative
inexplicado,negative
infalible,positive
infame,negative
infamia,negative
infancia,positive
infanticidio,negative
infarto,negative
infección,negative
infeccioso,negative
infectado,negative
infectar,negative
infelicidad,negative
infeliz,negative
inferior,negative
inferioridad,negative
infernal,negative
infestación,negative
infidelidad,negative
infiel,negative
infierno,negative
infiltración,positive
infinito,positive
inflado,negative
inflamación,negative
inflexible,negative
infligir,negative
influencia,positive
influenza,negative
influyente,positive
información,positive
informado,positive
informador,negative
informe,negative
infracción,negative
infranqueable,negative
infringir,negative
infructuoso,negative
infundado,negative
ingenio,positive
ingenioso,positive
ingenuo,negative
ingresos,positive
inhabilitar,negative
inhibir,negative
inhóspito,negative
inhumanidad,negative
inhumano,negative
iniciados,positive
